term,stem,count,sample_size,ratio,google_w2v_x,google_w2v_y
"holland","holland",7,10000,0.0007,1.37639922531,-0.227839598754
"rapists","rapist",7,10000,0.0007,-0.121839122192,0.42346401681
"de","de",7,10000,0.0007,0.595038499879,-0.687442030705
"momentum","momentum",7,10000,0.0007,-0.889371896016,-0.353396851032
"dieselgate","dieselg",7,10000,0.0007,,
"perceived","perceiv",7,10000,0.0007,-0.498064623608,-0.205992955237
"responding","respond",7,10000,0.0007,-0.742203446096,-0.648515435673
"inciting","incit",7,10000,0.0007,-0.52375375254,-0.030751263599
"researchers","research",7,10000,0.0007,-0.403912360742,-0.271993293677
"ballot","ballot",7,10000,0.0007,-0.865112297714,0.318450772786
"paddington","paddington",7,10000,0.0007,,
"tide","tide",7,10000,0.0007,-0.369651984459,-0.0225784938008
"tourist","tourist",7,10000,0.0007,-0.325721480226,0.108762050992
"academics","academ",7,10000,0.0007,-0.439496240673,0.191546345592
"fleeing","flee",7,10000,0.0007,-0.627674957794,-0.163535536593
"aggressive","aggress",7,10000,0.0007,-0.618138345998,-0.546495168814
"administration's","administr",7,10000,0.0007,-0.512561914456,0.456452543884
"indefinite","indefinit",7,10000,0.0007,-0.467063357885,-0.473495098066
"2,000","2,000",7,10000,0.0007,,
"undercutting","undercut",7,10000,0.0007,-0.493624437651,-0.539540530382
"sikhs","sikh",7,10000,0.0007,1.07215190686,0.602086028899
"anti-establishment","anti-establish",7,10000,0.0007,-1.1774235622,1.00774268371
"capitalize","capit",7,10000,0.0007,-0.689568556936,-0.876660625917
"constituency","constitu",7,10000,0.0007,-0.414217758645,0.75749045768
"nuttall","nuttal",7,10000,0.0007,,
"sweeping","sweep",7,10000,0.0007,-0.581995626081,-0.291076155761
"1,000","1,000",7,10000,0.0007,,
"priority","prioriti",7,10000,0.0007,-0.694731819031,-0.5495745268
"city's","citi",7,10000,0.0007,0.352387697429,-0.316470778825
"fringe","fring",7,10000,0.0007,-0.27890922166,0.171462964214
"slams","slam",7,10000,0.0007,-0.334536446869,-0.937607047873
"euro","euro",7,10000,0.0007,0.17734423433,0.453918623791
"wars","war",7,10000,0.0007,0.0739982475236,0.236249543953
"mayor","mayor",7,10000,0.0007,-0.616934496468,0.232636427919
"commonwealth","commonwealth",7,10000,0.0007,-0.153130353203,-0.00754938116029
"getty","getti",7,10000,0.0007,0.240328511816,-0.354768929268
"deficit","deficit",7,10000,0.0007,-0.659872341792,0.265375419783
"tensions","tension",7,10000,0.0007,-0.96441764063,0.516385153033
"tech","tech",7,10000,0.0007,-0.0535692195147,-0.376743311945
"inquiry","inquiri",7,10000,0.0007,-0.634672207562,-0.219824417136
"resonates","reson",7,10000,0.0007,-0.856483527334,-0.224382460358
"exit","exit",7,10000,0.0007,-0.46737212661,-0.57147729512
"congress","congress",7,10000,0.0007,0.156961195636,0.449416202834
"kicks","kick",7,10000,0.0007,-0.276676755399,-0.782906723671
"asylum-seekers","asylum-seek",7,10000,0.0007,,
"opal","opal",7,10000,0.0007,0.199140643026,-0.377033118741
"retain","retain",7,10000,0.0007,-0.537259377923,-0.712823284681
"shortages","shortag",7,10000,0.0007,-0.77618264397,-0.170020963527
"poisonous","poison",7,10000,0.0007,-0.18304481555,0.144045083207
"catholic","cathol",7,10000,0.0007,0.581470241863,0.617700889363
"struggles","struggl",7,10000,0.0007,-0.679461989381,-0.259723428127
"spreading","spread",7,10000,0.0007,-0.30370836175,-0.414497922137
"resort","resort",7,10000,0.0007,-0.384611010418,-0.428244697936
"destination","destin",7,10000,0.0007,-0.321377152774,-0.511284368844
"pakistan","pakistan",7,10000,0.0007,2.07200181473,0.390103120781
"hateful","hate",7,10000,0.0007,-0.35402964776,0.813974062777
"posed","pose",7,10000,0.0007,-0.609323271887,-0.768490894449
"prosperity","prosper",7,10000,0.0007,-0.516801035703,0.582638342281
"forgotten","forgotten",7,10000,0.0007,-0.34504704273,-0.154757252906
"pandering","pander",7,10000,0.0007,-0.436442407039,0.594228523632
"demonising","demonis",7,10000,0.0007,,
"scottish","scottish",7,10000,0.0007,1.3743405043,0.130226283229
"john","john",7,10000,0.0007,1.49972172926,-0.42610524095
